町コード,区,町名,総数,0-4歳,5-9歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85歳以上,世帯数
10935,清水区,草薙杉道一丁目,884,36,40,36,44,37,26,41,58,60,59,52,47,51,83,64,49,50,51,376
10936,清水区,草薙杉道二丁目,712,30,41,28,27,30,31,63,41,50,43,54,46,38,50,33,44,39,24,301
10937,清水区,草薙杉道三丁目,663,17,31,33,36,28,30,26,35,40,48,60,44,36,43,32,48,43,33,297
10938,清水区,有度本町,223,14,9,10,13,13,9,15,13,17,14,20,10,11,13,9,9,9,15,97
10939,清水区,中之郷一丁目,351,11,12,13,11,28,23,23,16,33,21,32,14,24,22,20,19,17,12,170
10940,清水区,中之郷二丁目,821,37,26,22,30,46,49,54,33,68,51,47,45,45,79,52,40,48,49,394
10941,清水区,草薙一里山,914,31,20,28,53,64,44,29,36,55,71,77,66,49,79,48,56,46,62,417
10943,清水区,草薙北,20,0,0,0,0,1,2,1,1,1,2,2,2,1,2,2,2,1,0,12
10944,清水区,長崎南町,919,36,35,30,41,50,58,52,51,72,73,61,60,55,66,51,63,34,31,442
10945,清水区,中之郷三丁目,347,38,17,21,21,8,21,36,25,31,38,32,13,5,12,5,8,10,6,129
11001,清水区,袖師町,3011,112,139,138,142,116,161,170,189,251,230,153,185,186,239,162,185,127,126,1211
11002,清水区,西久保,3398,125,133,189,165,141,148,172,203,245,288,201,224,179,268,199,177,174,167,1424
11003,清水区,横砂,185,3,6,5,3,6,11,3,14,14,10,9,16,12,16,24,19,7,7,74
11004,清水区,西久保一丁目,767,35,47,27,33,28,27,43,56,64,45,39,49,48,47,44,52,44,39,314
11005,清水区,横砂東町,1054,33,29,39,35,33,52,60,48,57,75,65,73,78,108,81,77,56,55,447
11006,清水区,横砂南町,669,14,16,27,31,32,23,30,32,40,61,44,52,54,58,45,39,34,37,287
11007,清水区,横砂西町,305,6,9,11,15,11,10,6,14,25,28,14,22,15,39,25,28,16,11,132
11008,清水区,横砂本町,880,25,34,41,50,42,38,30,55,70,63,63,41,51,94,60,40,42,41,378
11009,清水区,横砂中町,903,27,26,34,42,38,41,41,48,71,66,53,56,61,95,58,60,44,42,428
11101,清水区,伊佐布,716,11,14,29,30,34,29,24,37,46,43,45,54,51,76,58,52,34,49,257
11102,清水区,庵原町,3686,117,155,179,201,155,130,179,212,264,273,227,220,214,348,270,233,160,149,1397
11103,清水区,尾羽,439,13,17,14,20,21,13,17,23,41,30,25,27,26,40,37,26,21,28,171
11104,清水区,草ヶ谷,694,14,20,27,32,30,29,21,34,42,51,44,56,48,70,49,51,42,34,266
11105,清水区,杉山,309,11,9,10,12,19,16,14,10,13,20,24,19,23,25,23,20,18,23,101
11106,清水区,原,1104,47,46,59,51,46,47,47,92,81,63,51,64,66,107,94,47,48,48,372
11107,清水区,広瀬,202,3,5,9,7,10,5,8,13,10,15,11,10,13,26,21,25,6,5,85
11108,清水区,茂畑,269,5,11,10,18,10,15,7,4,15,27,24,14,13,21,15,24,17,19,84
11109,清水区,山切,1659,49,66,73,67,66,64,78,99,120,116,74,82,149,212,149,86,53,56,617
11110,清水区,吉原,512,7,16,11,16,23,21,20,30,22,22,37,42,35,57,26,37,32,58,189
11201,清水区,興津東町,780,17,36,35,36,44,26,34,43,52,46,49,43,62,88,51,46,34,38,291
11202,清水区,興津井上町,378,14,10,8,8,13,20,21,16,20,29,26,23,35,38,32,27,18,20,148
11203,清水区,興津清見寺町,701,14,9,27,27,21,20,28,28,36,40,50,43,50,84,63,50,62,49,289
11204,清水区,興津中町,4758,158,161,183,253,239,233,265,243,308,344,311,325,339,428,291,286,205,186,1998
11205,清水区,興津本町,1127,28,26,36,55,36,28,38,57,71,78,90,68,87,109,97,74,73,76,486
11206,清水区,承元寺町,423,14,13,15,10,9,10,19,13,25,15,12,22,28,32,29,27,29,101,242
11207,清水区,谷津町一丁目,949,67,63,58,28,30,57,77,74,67,60,47,51,63,83,25,36,34,29,351
11208,清水区,谷津町二丁目,189,6,3,4,13,9,7,11,4,12,16,7,13,21,14,20,12,8,9,74
11209,清水区,八木間町,3526,134,147,198,197,186,168,158,203,292,269,245,201,203,322,208,161,121,113,1380
11301,清水区,小島町,1938,75,87,64,75,77,90,104,124,130,130,113,132,170,200,130,112,55,70,742
11302,清水区,小島本町,279,10,11,10,7,12,8,13,16,25,15,12,20,33,36,17,15,10,9,108
11303,清水区,小河内,1285,26,34,37,52,55,57,47,45,65,73,73,97,117,147,92,108,65,95,491
11304,清水区,宍原,640,13,14,14,18,28,20,26,38,41,45,29,65,65,85,41,36,19,43,314
11305,清水区,立花,216,7,7,8,5,6,8,15,5,15,7,14,16,28,21,14,11,16,13,78
11306,清水区,但沼町,1091,24,36,60,53,39,52,48,46,61,64,59,77,97,124,68,72,45,66,384
11401,清水区,大平,199,5,6,9,11,4,4,5,14,15,8,15,11,18,20,13,12,14,15,78
11402,清水区,清地,228,4,4,5,10,10,5,11,7,4,20,12,16,20,30,19,15,11,25,97
11403,清水区,河内,368,9,17,11,14,5,15,19,18,19,13,15,36,31,42,29,27,23,25,137
11404,清水区,茂野島,184,7,6,5,3,7,11,5,16,10,6,9,16,17,23,10,10,15,8,81
11405,清水区,高山,89,0,1,2,3,2,1,5,2,3,7,4,7,8,11,11,5,7,10,35
11406,清水区,葛沢,190,6,4,6,7,9,12,6,10,9,9,15,19,10,16,11,16,11,14,62
11407,清水区,土,44,0,3,1,0,0,0,1,3,6,0,4,3,3,7,6,2,2,3,19
11408,清水区,中河内,1016,11,20,26,23,52,49,31,31,52,73,76,97,104,97,78,78,53,65,492
11409,清水区,西里,278,2,5,11,8,12,8,8,15,13,22,24,10,20,36,23,23,17,21,106
11410,清水区,布沢,178,5,14,3,13,6,5,7,9,12,9,12,12,11,16,14,7,9,14,60
11411,清水区,和田島,294,6,3,5,25,10,4,15,13,20,22,18,17,14,49,30,12,12,19,102
31001,清水区,蒲原,2490,105,93,109,145,136,186,178,153,190,176,173,138,127,188,142,97,85,69,1033
31002,清水区,蒲原一丁目,748,22,26,42,33,23,23,29,51,65,39,49,34,62,96,53,39,31,31,287
31003,清水区,蒲原二丁目,447,8,8,11,15,15,13,12,28,31,22,26,32,43,64,26,35,26,32,182
31004,清水区,蒲原三丁目,898,23,22,29,36,38,35,34,42,58,60,62,50,62,89,72,77,48,61,344
31005,清水区,蒲原四丁目,1040,17,35,49,49,29,46,47,44,62,70,56,71,80,101,96,82,52,54,428
31006,清水区,蒲原小金,776,20,22,40,35,40,26,27,30,56,55,55,62,46,57,74,56,34,41,290
31007,清水区,蒲原中,1334,27,43,49,69,50,39,34,66,92,88,86,72,84,150,123,95,80,87,524
31008,清水区,蒲原堰沢,643,8,13,22,21,25,19,24,32,39,43,44,43,49,72,45,55,41,48,267
31009,清水区,蒲原神沢,866,19,12,27,40,33,34,35,40,54,48,64,58,48,82,66,56,70,80,373
31010,清水区,蒲原新田一丁目,549,25,15,20,29,31,25,32,38,27,36,37,38,31,40,40,33,26,26,231
31011,清水区,蒲原新田二丁目,581,14,22,26,23,13,17,22,34,36,36,41,35,49,55,40,41,32,45,231
31012,清水区,蒲原新栄,528,16,24,29,16,29,13,17,37,49,38,28,37,42,57,35,32,19,10,204
31013,清水区,蒲原東,727,28,30,28,45,24,20,42,46,55,69,41,37,55,66,62,40,26,13,276
41001,清水区,由比阿僧,879,24,30,44,60,42,45,42,32,74,51,74,66,55,62,32,44,45,57,310
41002,清水区,由比今宿,936,9,15,31,33,35,33,37,34,50,67,62,60,62,109,67,83,71,78,366
41003,清水区,由比入山,687,15,26,28,32,18,14,27,38,45,42,31,45,75,78,42,44,35,52,255
41004,清水区,由比北田,869,26,26,24,34,43,41,51,53,58,52,48,56,65,72,59,54,42,65,345
41005,清水区,由比寺尾,446,10,16,12,18,21,16,15,21,24,32,23,24,38,56,31,29,25,35,165
41006,清水区,由比西倉澤,144,3,0,2,5,5,9,2,4,4,6,12,6,10,22,13,19,12,10,60
41007,清水区,由比西山寺,170,5,5,6,5,9,8,9,8,7,5,7,18,16,16,8,10,14,14,54
41008,清水区,由比東倉澤,66,3,2,1,2,3,2,2,4,3,5,1,6,6,6,3,8,6,3,29
41009,清水区,由比東山寺,478,12,11,15,16,14,17,29,24,25,30,27,34,53,51,43,24,21,32,171
41010,清水区,由比町屋原,1587,45,47,63,70,74,68,70,78,115,101,96,118,103,162,119,101,72,85,586
41011,清水区,由比,2175,80,79,103,108,77,103,97,114,172,136,119,129,144,220,146,138,103,107,834
